nombre_original;nombre_canonico;fue_fusionado;frecuencia_total;num_documentos;ids_documentos
Coronel de Ingenieros DON DIEGO IBAÑEZ INGLES;Coronel de Ingenieros DON DIEGO IBAÑEZ INGLES;no;1;1;1730
Coronel del Ejército;Coronel del Ejército;no;1;1;1704
Coroneles Cervantes Rosell;Coroneles Cervantes Rosell;no;1;1;1828
Corriente Almendros;Corriente Almendros;no;1;1;1788
Corriente Inestrillas;Corriente Inestrillas;no;1;1;1788
Cortes;Cortes;no;6;5;"1694; 1699; 1700; 1747; 1817"
Cortina (el Militar);Cortina (el Militar);no;1;1;1698
Crisde;Crisde;no;1;1;1805
Csjm (consejo Supremo De Justicia Militar);Csjm (consejo Supremo De Justicia Militar);no;1;1;1839
Cte. Cervera;Cte. Cervera;no;1;1;1832
Cte. Pardos Aldea (lázaro);Cte. Pardos Aldea (lázaro);no;1;1;1845
Cuadros De Mando;Cuadros De Mando;no;1;1;1809
Cuadros De Mandos Del Ejército;Cuadros De Mandos Del Ejército;no;1;1;1804
Cuartel;Cuartel;no;2;1;1699
Cuartel De Retamares;Cuartel De Retamares;no;1;1;1696
Cuartel General;Cuartel General;no;4;4;"1741; 1827; 1829; 1841"
Cuartel General De La Armada;Cuartel General De La Armada;no;1;1;1716
Cuartel General De La Dac;Cuartel General De La Dac;no;1;1;1825
Cuartel General De La Dac I;Cuartel General De La Dac I;no;1;1;1853
Cuartel General De La Jujem (gobierno);Cuartel General De La Jujem (gobierno);no;1;1;1806
Cuartel General Del Ejército;Cuartel General Del Ejército;no;4;4;"1822; 1826; 1830; 1831"
Cuartel Gral. Ejército Aire;Cuartel Gral. Ejército Aire;no;1;1;1735
Cuartel Gral. Ejército Armada;Cuartel Gral. Ejército Armada;no;1;1;1735
Cuartel Gral. Ejército Tierra;Cuartel Gral. Ejército Tierra;no;2;1;1735
Cuartel de Retamares;Cuartel de Retamares;no;1;1;1696
Cuercero;Cuercero;no;1;1;1763
Cuerpo General;Cuerpo General;no;1;1;1734
Cuerpo Jurídico De La Armada;Cuerpo Jurídico De La Armada;no;1;1;1716
Curso De Circulación Y Tráfico;Curso De Circulación Y Tráfico;no;1;1;1826
Curso De Tráfico (del CESID);Curso De Tráfico (del CESID);no;1;1;1839
Cuzco;Cuzco;no;1;1;1824
CÂMARA MUNICIPAL DE CAMPO MAIOR;CÂMARA MUNICIPAL DE CAMPO MAIOR;no;1;1;1761
CÂMARA MUNICIPAL DE ELVAS;CÂMARA MUNICIPAL DE ELVAS;no;1;1;1759
Cámara;Cámara;no;1;1;1848
Cámara (del Congreso);Cámara (del Congreso);no;1;1;1836
Cámara De Los Comunes;Cámara De Los Comunes;no;1;1;1773
Cámara De Representantes De Puerto Rico;Cámara De Representantes De Puerto Rico;no;1;1;1768
Cámara de Representantes de Puerto Rico;Cámara de Representantes de Puerto Rico;no;1;1;1768
Câmara Municipal De Campo Maior;Câmara Municipal De Campo Maior;no;1;1;1761
Câmara Municipal De Elvas;Câmara Municipal De Elvas;no;1;1;1759
Código De Justicia Militar;Código De Justicia Militar;no;2;2;"1719; 1740"
Córdoba;Córdoba;no;2;1;1762
D;D;no;1;1;1797
D'OR;D'OR;no;1;1;1853
D-2 Responsables con campamentos;D-2 Responsables con campamentos;no;1;1;1698
D-3 Contactos;D-3 Contactos;no;1;1;1698
D. Francisco Ignacio Román;D. Francisco Ignacio Román;no;1;1;1802
D. Guillermo Salva Paradela;D. Guillermo Salva Paradela;no;1;1;1813
D. Guillermo Salva Paradela, Defensor;D. Guillermo Salva Paradela, Defensor;no;1;1;1813
D. José Pedro Pérez-Llorca y Rodrigo;D. José Pedro Pérez-Llorca y Rodrigo;no;1;1;1769
D. Julio Ortiz Ortiz;D. Julio Ortiz Ortiz;no;1;1;1813
D. Julio Ortiz Ortiz, Abogado Defensor Del Teniente De La Guardia Civil Izquierdo Sánchez;D. Julio Ortiz Ortiz, Abogado Defensor Del Teniente De La Guardia Civil Izquierdo Sánchez;no;1;1;1813
Sr. Novalvos;D. Manuel Novalvos Y Pérez De Acevedo;si;1;1;1812
D. Manuel Novalvos Y Pérez De Acevedo;D. Manuel Novalvos Y Pérez De Acevedo;no;1;1;1812
Sr. Novalbos;D. Manuel Novalvos Y Pérez De Acevedo;si;1;1;1851
D. Manuel Novalvos y Pérez de Acevedo;D. Manuel Novalvos y Pérez de Acevedo;no;1;1;1812
D.E.M. DON JOSE CORTINA PRIETO;D.E.M. DON JOSE CORTINA PRIETO;no;1;1;1706
D.a.c.;D.a.c.;no;1;1;1848
D.g. De La Guardia Civil;D.g. De La Guardia Civil;no;1;1;1813
D1 3864;D1 3864;no;1;1;1703
D16;D16;no;1;1;1839
D16 (medio De Comunicación);D16 (medio De Comunicación);no;1;1;1839
DCM;DCM;no;1;1;1744
DCP(H);DCP(H);no;1;1;1745
DDI;DDI;no;1;1;1794
DECLARACION DEL PORTAVOZ DEL DEPARTAMENTO DE ESTADO;DECLARACION DEL PORTAVOZ DEL DEPARTAMENTO DE ESTADO;no;1;1;1746
DEL CA. MINISTRO;DEL CA. MINISTRO;no;1;1;1774
DEPARTAMENTO;DEPARTAMENTO;no;1;1;1769
DESAFIO A LA AUTORIDAD;DESAFIO A LA AUTORIDAD;no;1;1;1785
DGGC;DGGC;no;2;2;"1707; 1794"
DIRECCION DE LA SEGURIDAD DEL ESTADO;DIRECCION DE LA SEGURIDAD DEL ESTADO;no;3;3;"1745; 1756; 1767"
DIRECCION GENERAL;DIRECCION GENERAL;no;1;1;1712
DIRECCION GENERAL DE EUROPA;DIRECCION GENERAL DE EUROPA;no;1;1;1772
DIRECCION GENERAL DE IBEROAMERICA;DIRECCION GENERAL DE IBEROAMERICA;no;1;1;1766
DIRECCION GENERAL DE LA GUARDIA CIVIL;DIRECCION GENERAL DE LA GUARDIA CIVIL;no;3;3;"1700; 1717; 1734"
DIRECCION GENERAL DE POLITICA EXTERIOR;DIRECCION GENERAL DE POLITICA EXTERIOR;no;1;1;1743
DIRECCION GENERAL DE POLITICA EXTERIOR PARA EUROPA Y ASUNTOS ATLANTICOS;DIRECCION GENERAL DE POLITICA EXTERIOR PARA EUROPA Y ASUNTOS ATLANTICOS;no;1;1;1776
DIRECCION GENERAL PARA IBEROAMERICA;DIRECCION GENERAL PARA IBEROAMERICA;no;1;1;1765
DIRECTOR;DIRECTOR;no;1;1;1844
DIRECTOR GENERAL CUERPO;DIRECTOR GENERAL CUERPO;no;1;1;1701
DOCUMENTACION;DOCUMENTACION;no;1;1;1779
DON JOSE CID FORTEA;DON JOSE CID FORTEA;no;1;1;1736
DOR;DOR;no;1;1;1840
DTO R;DTO R;no;1;1;1833
DTOR;DTOR;no;12;12;"1814; 1815; 1816; 1817; 1820; 1822; 1830; 1831; 1832; 1835; 1836; 1838"
DTOR C/DI/5583;DTOR C/DI/5583;no;1;1;1837
DTOR.;DTOR.;no;6;6;"1811; 1818; 1825; 1849; 1854; 1860"
Da;Da;no;2;2;"1792; 1831"
Da (dirección De Artillería O Equivalente, Institución/mención Del Texto);Da (dirección De Artillería O Equivalente, Institución/mención Del Texto);no;1;1;1793
Dac;Dac;no;5;5;"1811; 1817; 1819; 1842; 1853"
Dac (como Institución);Dac (como Institución);no;1;1;1847
Dac (dirección De Adiestramiento Y Comando, Implícito Por Contexto Pero No Explícito En El Texto, Por Lo Que No Se Incluye);Dac (dirección De Adiestramiento Y Comando, Implícito Por Contexto Pero No Explícito En El Texto, Por Lo Que No Se Incluye);no;1;1;1841
Dac (dirección General Del Cuerpo);Dac (dirección General Del Cuerpo);no;1;1;1818
Dac (división De Acción Conjunta);Dac (división De Acción Conjunta);no;1;1;1810
Dac (no Especificado, Pero Parece Institución O Unidad);Dac (no Especificado, Pero Parece Institución O Unidad);no;1;1;1845
De Miguel;De Miguel;no;1;1;1849
Declaraciones;Declaraciones;no;1;1;1797
Defensa;Defensa;no;2;2;"1786; 1855"
Defensa Nacional;Defensa Nacional;no;1;1;1703
Defensor;Defensor;no;3;3;"1813; 1816; 1852"
Defensores;Defensores;no;9;8;"1702; 1800; 1828; 1834; 1843; 1845; 1851; 1858"
Defensores De Los Tenientes;Defensores De Los Tenientes;no;1;1;1827
Delinculo (cuercero);Delinculo (cuercero);no;1;1;1763
Delitos de lesiones;Delitos de lesiones;no;1;1;1697
Demokratien Europas;Demokratien Europas;no;1;1;1775
Departamento (del Ministerio De Defensa);Departamento (del Ministerio De Defensa);no;1;1;1736
Departamento (mencionado Como Lugar De Destino De Los Guardino Civiles);Departamento (mencionado Como Lugar De Destino De Los Guardino Civiles);no;1;1;1710
Departamento De Estado;Departamento De Estado;no;2;1;1762
Departamento Del De Ministro De Fibroamerica;Departamento Del De Ministro De Fibroamerica;no;1;1;1769
Department Of State (estados Unidos De América);Department Of State (estados Unidos De América);no;1;1;1748
Department of State;Department of State;no;1;1;1748
Desarrollo económico y social;Desarrollo económico y social;no;1;1;1765
Desfile Militar Previsto En Zaragoza;Desfile Militar Previsto En Zaragoza;no;1;1;1820
Despacho;Despacho;no;1;1;1856
Despacho De Abogados De La C/. Pintor Juan Gris;Despacho De Abogados De La C/. Pintor Juan Gris;no;1;1;1824
Despacho De Ayudantes;Despacho De Ayudantes;no;1;1;1827
Despacho De Ayudantes Del Jeme;Despacho De Ayudantes Del Jeme;no;1;1;1827
Despacho De S.m. El REY;Despacho De S.m. El REY;no;1;1;1810
Despacho Del Comandante De La P.a. En Badajoz;Despacho Del Comandante De La P.a. En Badajoz;no;1;1;1723
Despacho Del Coronel Manchado;Despacho Del Coronel Manchado;no;1;1;1838
Despacho Del General Gabeiras;Despacho Del General Gabeiras;no;1;1;1829
Despacho Del General Juste;Despacho Del General Juste;no;1;1;1826
Despacho Del Secretario Del Jeme;Despacho Del Secretario Del Jeme;no;1;1;1827
Despacho Del Secretario General;Despacho Del Secretario General;no;1;1;1810
Despacho Del Segundo Jeme;Despacho Del Segundo Jeme;no;1;1;1826
Despacho Del Teniente General Gabeiras;Despacho Del Teniente General Gabeiras;no;1;1;1856
Despliegue;Despliegue;no;1;1;1795
Dggc;Dggc;no;2;1;1794
"Diario ""el País""";"Diario ""el País""";no;1;1;1812
"Diario ""granma""";"Diario ""granma""";no;1;1;1770
Diario 16;Diario 16;no;3;2;"1786; 1858"
Diario 16 (diario);Diario 16 (diario);no;1;1;1786
Diario Abc;Diario Abc;no;1;1;1758
Diario Pueblo;Diario Pueblo;no;1;1;1700
Digcesid;Digcesid;no;1;1;1716
Diligencia careo;Diligencia careo;no;1;1;1859
Dimas Sanz López;Dimas Sanz López;no;1;1;1816
Diplomatic Lobby Of State;Diplomatic Lobby Of State;no;1;1;1744
Diputados De Las Cortes;Diputados;si;1;1;1762
"Los 200 Diputados Suscriptores De La Moción ""spanish - Democracy""";Diputados;si;1;1;1776
Diputados;Diputados;no;2;2;"1773; 1782"
Direccion De La Seguridad Del Estado;Direccion De La Seguridad Del Estado;no;3;3;"1745; 1756; 1767"
Direccion General De Europa;Direccion General De Europa;no;1;1;1772
Direccion General De Iberoamerica;Direccion General De Iberoamerica;no;1;1;1766
Direccion General De La Guardia Civil;Direccion General De La Guardia Civil;no;4;4;"1700; 1712; 1717; 1734"
Direccion General De Politica Exterior;Direccion General De Politica Exterior;no;1;1;1743
Direccion General De Politica Exterior Para America Del Norte Y Pacifico;Direccion General De Politica Exterior Para America Del Norte Y Pacifico;no;1;1;1743
Direccion General De Politica Exterior Para Europa Y Asuntos Atlanticos;Direccion General De Politica Exterior Para Europa Y Asuntos Atlanticos;no;1;1;1776
Direccion General De Politica Exterior Para Iberoamerica;Direccion General De Politica Exterior Para Iberoamerica;no;1;1;1762
Direccion General Del Cuerpo (implícito En La Defensa Mencionada, No Aparece En El Texto);Direccion General Del Cuerpo (implícito En La Defensa Mencionada, No Aparece En El Texto);no;1;1;1722
Direccion General Para Iberoamerica;Direccion General Para Iberoamerica;no;1;1;1765
Dirección;Dirección;no;1;1;1699
Dirección (refiriéndose A La Dirección General De Seguridad);Dirección (refiriéndose A La Dirección General De Seguridad);no;1;1;1699
Dirección De La Comandancia General De Marina;Dirección De La Comandancia General De Marina;no;1;1;1697
Dirección De La Seguridad Del Estado;Dirección De La Seguridad Del Estado;no;2;2;"1695; 1721"
Dirección De Personal;Dirección De Personal;no;1;1;1709
Dirección Del Centro;Dirección Del Centro;no;2;2;"1705; 1796"
Dirección Del Partido Socialista Obrero Español;Dirección Del Partido Socialista Obrero Español;no;1;1;1782
La Dirección Del Centro;Dirección En Funciones Del Centro (CESID);si;1;1;1705
Dirección En Funciones Del Centro (CESID);Dirección En Funciones Del Centro (CESID);no;1;1;1795
Dirección General De Europa;Dirección General De Europa;no;1;1;1771
Dirección General De La Guardia Civil;Dirección General De La Guardia Civil;no;7;6;"1718; 1721; 1756; 1767; 1795; 1830"
Dirección General De Política Exterior Para Información;Dirección General De Política Exterior Para Información;no;1;1;1764
Dirección General Del Cuerpo;Dirección General Del Cuerpo;no;2;2;"1818; 1821"
Dirección General Del Cuerpo (dac);Dirección General Del Cuerpo (dac);no;1;1;1844
Dirección General Del Cuerpo (implícita En Contexto, No Explícita En Texto Visible);Dirección General Del Cuerpo (implícita En Contexto, No Explícita En Texto Visible);no;1;1;1729
"Dirección General Del Cuerpo (implícita En La Mención De ""un Jefe De Uniforme"")";"Dirección General Del Cuerpo (implícita En La Mención De ""un Jefe De Uniforme"")";no;1;1;1858
"Dirección General Del Cuerpo (implícito Como ""el Director General"")";"Dirección General Del Cuerpo (implícito Como ""el Director General"")";no;1;1;1713
Dirección General Del Cuerpo (institución Mencionada Indirectamente);Dirección General Del Cuerpo (institución Mencionada Indirectamente);no;1;1;1844
Dirección General Del Cuerpo (mencionada En La Instrucción);Dirección General Del Cuerpo (mencionada En La Instrucción);no;1;1;1859
"Dirección General Del Cuerpo (mencionada Indirectamente Como ""guardiacivil"")";"Dirección General Del Cuerpo (mencionada Indirectamente Como ""guardiacivil"")";no;1;1;1719
Dirección General Del Cuerpo (mencionada Indirectamente En La Instrucción);Dirección General Del Cuerpo (mencionada Indirectamente En La Instrucción);no;1;1;1851
Dirección General Del Cuerpo (mención Indirecta No Encontrada En El Texto);Dirección General Del Cuerpo (mención Indirecta No Encontrada En El Texto);no;1;1;1769
Dirección General de Europa;Dirección General de Europa;no;1;1;1771
Dirección General de la Guardia Civil;Dirección General de la Guardia Civil;no;1;1;1718
Directivos De Die Y Dci;Directivos De Die Y Dci;no;1;1;1794
Directivos Del CESID;Directivos Del CESID;no;1;1;1795
Director;Director;no;1;1;1844
"Director De ""cambio-16""";"Director De ""cambio-16""";no;1;1;1779
Director General Cuerpo;Director General Cuerpo;no;1;1;1701
Director General Cuerpo (sala De Operaciones) Madrid;Director General Cuerpo (sala De Operaciones) Madrid;no;2;1;1701
Director General Cuerpo ... Madrid;Director General Cuerpo ... Madrid;no;1;1;1701
Director General De La Seguridad Del Estado;Director General De La Seguridad Del Estado;no;1;1;1717
Director General De Seguridad;Director General De Seguridad;no;2;1;1699
Director General de la Guardia Civil;Director General de la Guardia Civil;no;2;2;"1719; 1721"
Director de la Seguridad del Estado;Director de la Seguridad del Estado;no;1;1;1721
Director del Centro Superior de Información de la Defensa;Director del Centro Superior de Información de la Defensa;no;1;1;1791
Div.infor.eme;Div.infor.eme;no;1;1;1794
Div.infor.eme (int);Div.infor.eme (int);no;1;1;1794
División (militar, Contexto De Mando);División (militar, Contexto De Mando);no;1;1;1828
División Acorazada;División Acorazada;no;2;2;"1787; 1821"
División Acorazada Brunete Núm. 1;División Acorazada Brunete Núm. 1;no;1;1;1724
División Azul;División Azul;no;1;1;1857
División De Operaciones Del E.m.e.;División De Operaciones Del E.m.e.;no;1;1;1829
Domicilio (de Los Arrestados);Domicilio (de Los Arrestados);no;1;1;1737
Domicilio Del Comandante Cortina;Domicilio Del Comandante Cortina;no;1;1;1814
Domicilio Del Coronel Quintero (mencionado Pero Sin Dirección Específica);Domicilio Del Coronel Quintero (mencionado Pero Sin Dirección Específica);no;1;1;1723
Don Andrés Cassinello Pérez;Don Andrés Cassinello Pérez;no;1;1;1723
Don Antonio Tejero Molina;Don Antonio Tejero Molina;no;1;1;1723
Don Felipe González;Don Felipe González;no;1;1;1840
Felipe Gonzalez;Don Felipe González;si;1;1;1758
Don Jose Cid Fortea;Don Jose Cid Fortea;no;1;1;1736
Don Juan Corujo Y Lopez-villamil;Don Juan Corujo Y Lopez-villamil;no;1;1;1736
Don Sergio Gallego Ronquillo;Don Sergio Gallego Ronquillo;no;1;1;1723
Dr. Estado;Dr. Estado;no;1;1;1774
Dr. G.;Dr. G.;no;1;1;1701
Dr. Joaquim Manuel Pinheiro Caldeira;Dr. Joaquim Manuel Pinheiro Caldeira;no;1;1;1759
Dyess;Dyess;no;1;1;1744
E.M.;E.M.;no;1;1;1698
E.m.;E.m.;no;3;2;"1698; 1788"
E.m. (estado Mayor, Como Institución);E.m. (estado Mayor, Como Institución);no;1;1;1847
E.m. (estado Mayor, Institución Militar);E.m. (estado Mayor, Institución Militar);no;1;1;1828
E.m.e.;E.m.e.;no;1;1;1831
E.m.f. (estado Mayor De La Fuerza);E.m.f. (estado Mayor De La Fuerza);no;1;1;1810
EL CAPITAN GENERAL;EL CAPITAN GENERAL;no;1;1;1742
EL CONSEJERO TOGADO;EL CONSEJERO TOGADO;no;1;1;1720
EL CORONEL DIRECTOR ACCIDENTAL;EL CORONEL DIRECTOR ACCIDENTAL;no;1;1;1703
EL DIRECTOR GENERAL;EL DIRECTOR GENERAL;no;1;1;1718
EL EMBAJADOR;EL EMBAJADOR;no;1;1;1774
EL OPERADOR;EL OPERADOR;no;1;1;1701
EL SECRETARIO GENERAL;EL SECRETARIO GENERAL;no;1;1;1791
EMBAJADOR de España;EMBAJADOR de España;no;2;2;"1753; 1755"
EMBAJADOR de España en BONN;EMBAJADOR de España en BONN;no;1;1;1771
EMBAJADOR de España en LONDRES;EMBAJADOR de España en LONDRES;no;1;1;1772
EMBASSY OF THE UNITED STATES OF AMERICA;EMBASSY OF THE UNITED STATES OF AMERICA;no;2;2;"1748; 1751"
ENTRADA 3 Mar. 1981 N. 4139;ENTRADA 3 Mar. 1981 N. 4139;no;1;1;1775
EO 12065;EO 12065;no;1;1;1744
ESPAÑA;ESPAÑA;no;2;2;"1755; 1793"
ESTADO ALERTA;ESTADO ALERTA;no;1;1;1701
ESTADO DE DERECHO;ESTADO DE DERECHO;no;1;1;1806
ESTADO MAYOR - 2ª SECCION;ESTADO MAYOR - 2ª SECCION;no;1;1;1700
ESTADO MAYOR DEL EJERCITO;ESTADO MAYOR DEL EJERCITO;no;1;1;1741
ETA;ETA;no;2;2;"1808; 1820"
EUROPA;EUROPA;no;2;2;"1771; 1772"
EXCMO. SR. D. ALBERTO OLIART SAUSSOL;EXCMO. SR. D. ALBERTO OLIART SAUSSOL;no;1;1;1742
Efe;Efe;no;1;1;1833
Ejecutados;Ejecutados;no;1;1;1804
Ejercito;Ejercito;no;2;1;1788
Ejército;Ejército;no;13;10;"1700; 1704; 1719; 1778; 1784; 1785; 1804; 1809; 1811; 1848"
Ejército (los Miembros De Los Fas);Ejército (los Miembros De Los Fas);no;1;1;1804
Ejército (mención Genérica);Ejército (mención Genérica);no;1;1;1819
Ejército De Tierra;Ejército De Tierra;no;2;2;"1702; 1716"
Ejército Del Fuera;Ejército Del Fuera;no;1;1;1801
Ejército Español En General;Ejército Español En General;no;1;1;1801
Ejército Francés;Ejército Francés;no;1;1;1823
"El ""consejo Supremo De Justicia Militar""";"El ""consejo Supremo De Justicia Militar""";no;1;1;1806
"El ""tribunal Supremo De Justicia""";"El ""tribunal Supremo De Justicia""";no;1;1;1806
El Alcázar;El Alcázar;no;3;2;"1694; 1695"
El Almirante Sefo Del Estado Mayor De La Armada Saturnino Suanzes;El Almirante Sefo Del Estado Mayor De La Armada Saturnino Suanzes;no;1;1;1738
El Capitán General De Cada Región;El Capitán General De Cada Región;no;1;1;1801
El Comandante 2º Jefe;El Comandante 2º Jefe;no;1;1;1717
El Comandante Defensor;El Comandante Defensor;no;1;1;1815
El Congreso;El Congreso;no;1;1;1796
El Consejero Togado Juez Especial Designado Por Real Decreto 287/1981, Instructor De La Causa Núm. 2/1981;El Consejero Togado Juez Especial Designado Por Real Decreto 287/1981, Instructor De La Causa Núm. 2/1981;no;1;1;1729
El Consejero Togado, Juez Especial José María Garcia Escudero;El Consejero Togado, Juez Especial José María Garcia Escudero;no;1;1;1725
El Consejero Togado, Juez Especial José Mª García-escudero;El Consejero Togado, Juez Especial José Mª García-escudero;no;1;1;1720
El Consejero Togado, Juez Especial, José Maria Garcia Escudero;El Consejero Togado, Juez Especial, José Maria Garcia Escudero;no;1;1;1722
El Coronel Director Accidental;El Coronel Director Accidental;no;1;1;1703
El Coronel Director Acctal. Valin Carreño;El Coronel Director Acctal. Valin Carreño;no;1;1;1797
El Coronel Jefe De La Seccion;El Coronel Jefe De La Seccion;no;1;1;1718
El Director De Diario 16;El Director De Diario 16;no;1;1;1786
Director De Diario 16;El Director De Diario 16;si;1;1;1858
El Director General;El Director General;no;2;2;"1709; 1718"
El Embajador De España Eduardo Peña Abizanda;El Embajador De España Eduardo Peña Abizanda;no;1;1;1763
El Embajador De España En Bonn;El Embajador De España En Bonn;no;1;1;1771
El Embajador De España Enrique Larroque;El Embajador De España Enrique Larroque;no;1;1;1770
El Embajador De España Fernando Arias-salgado;El Embajador De España Fernando Arias-salgado;no;1;1;1776
El Embajador De España En Londres;El Embajador De España Fernando Arias-salgado;si;1;1;1772
El Embajador Parsons;El Embajador Parsons;no;1;1;1772
El Encargado De Negocios A.i. Jorge Dezcallar;El Encargado De Negocios A.i. Jorge Dezcallar;no;1;1;1766
El Escorial;El Escorial;no;1;1;1707
El Expulsado De La Sala;El Expulsado De La Sala;no;1;1;1786
El Ferrol Del Caudillo;El Ferrol Del Caudillo;no;1;1;1790
El Fiscal;El Fiscal;no;4;4;"1802; 1815; 1842; 1855"
El General Armada;El General Armada;no;2;2;"1817; 1855"
El General Consejero Togado Instructor? José De Diego López;El General Consejero Togado Instructor? José De Diego López;no;1;1;1711
El General De Division Director General, José Aramburu Topete;El General De Division Director General, José Aramburu Topete;no;1;1;1717
El General Director - Ramón Fernández Sequeiros;El General Director - Ramón Fernández Sequeiros;no;1;1;1719
El General Jefe De La Segenper;El General Jefe De La Segenper;no;1;1;1709
El General Jefe Del Gabinete;El General Jefe Del Gabinete;no;1;1;1736
El General Jefe Del Gabinete, Manuel Alonso Aguilar;El General Jefe Del Gabinete, Manuel Alonso Aguilar;no;1;1;1733
El Gobierno;El Gobierno;no;1;1;1808
El Imparcial;El Imparcial;no;1;1;1826
El Jefe De La Casa De S. M. El REY;El Jefe De La Casa De S. M. El REY;no;1;1;1741
El Jefe De La Guardia Civil (comandante Quintero);El Jefe De La Guardia Civil (comandante Quintero);no;1;1;1815
El Jefe Que Suscribe;El Jefe Que Suscribe;no;1;1;1717
El König;El König;no;1;1;1774
El Letrado Sr. Hermosilla, Defensor Del General Armada;El Letrado Sr. Hermosilla, Defensor Del General Armada;no;1;1;1856
El Mando;El Mando;no;1;1;1803
El Ministro Del Interior;El Ministro Del Interior;no;1;1;1803
El Nuevo Gobierno De España;El Nuevo Gobierno De España;no;1;1;1774
El Operador;El Operador;no;1;1;1701
El País;El País;no;2;2;"1839; 1858"
El País (medio De Comunicación);El País (medio De Comunicación);no;1;1;1839
El Presidente De La Junta;El Presidente De La Junta;no;1;1;1806
El Presidente De La República Federal De Alemania;El Presidente De La República Federal De Alemania;no;1;1;1771
El Presidente De La Sala;El Presidente De La Sala;no;2;2;"1822; 1832"
El Procesado;El Procesado;no;1;1;1815
El REY;El REY;no;6;6;"1754; 1763; 1777; 1785; 1854; 1855"
El Salvador;El Salvador;no;1;1;1758
El Sargento, Secretario;El Sargento, Secretario;no;1;1;1719
El Secretario (haig);El Secretario (haig);no;1;1;1744
El Secretario General Miguel Martínez-vara De REY Y Teus;El Secretario General Miguel Martínez-vara De REY Y Teus;no;1;1;1709
El Señor Ministro;El Señor Ministro;no;1;1;1719
El Sr. Fiscal;El Sr. Fiscal;no;1;1;1832
El Sr. Presidente De Los Estados Unidos;El Sr. Presidente De Los Estados Unidos;no;1;1;1754
Sr. Presidente De Los Estados Unidos;El Sr. Presidente De Los Estados Unidos;si;1;1;1754
El Teniente General Jefe Del Eme;El Teniente General Jefe Del Eme;no;1;1;1741
El Teniente General Presidente;El Teniente General Presidente;no;2;2;"1727; 1729"
El Teniente General Presidente Luis Alvarez Rodríguez;El Teniente General Presidente Luis Alvarez Rodríguez;no;1;1;1728
El Tribunal;El Tribunal;no;2;2;"1786; 1855"
Elementos Sediciosos Pertenecientes A Un Cuerpo Armado;Elementos Sediciosos Pertenecientes A Un Cuerpo Armado;no;1;1;1751
Elvas;Elvas;no;3;3;"1759; 1760; 1761"
Emacon (entidad, Deducida Por Contexto Pero Mencionada Textualmente);Emacon (entidad, Deducida Por Contexto Pero Mencionada Textualmente);no;1;1;1703
Embaixada De Espanha;Embaixada De Espanha;no;2;1;1759
Embajada Británica;Embajada Británica;no;2;1;1773
Embajada De Cuba En España;Embajada De Cuba En España;no;1;1;1765
Embajada De España;Embajada De España;no;5;5;"1763; 1764; 1766; 1770; 1776"
"Embajada De España (implícito Por ""embajador De España"")";"Embajada De España (implícito Por ""embajador De España"")";no;1;1;1755
Embajada De La Republica De Cuba En Madrid;Embajada De La Republica De Cuba En Madrid;no;1;1;1765
Embajada De La República De Cuba En España;Embajada De La República De Cuba En España;no;2;1;1765
Embajada de España;Embajada de España;no;4;4;"1763; 1766; 1770; 1776"
Embajada de España Buenos Aires;Embajada de España Buenos Aires;no;1;1;1764
Embajada de la República de Cuba en España;Embajada de la República de Cuba en España;no;1;1;1765
Embajador De España;Embajador De España;no;1;1;1755
Embajador De España En Bonn;Embajador De España En Bonn;no;1;1;1771
Embajador De España En Washington;Embajador De España En Washington;no;2;1;1753
Embajada De España En Washington;Embajador De España En Washington;si;2;1;1743
Embajador Todman;Embajador Todman;no;1;1;1743
Embajador de España;Embajador de España;no;1;1;1769
Embajador de los Estados Unidos de América;Embajador de los Estados Unidos de América;no;1;1;1757
Embassy Of The United States Of America (madrid);Embassy Of The United States Of America (madrid);no;1;1;1748
Eme;Eme;no;1;1;1833
Eme (estado Mayor Del Ejército);Eme (estado Mayor Del Ejército);no;1;1;1821
Eme (int);Eme (int);no;1;1;1794
Emilio Manglaro;Emilio Manglaro;no;1;1;1798
Empresa Aseprosa;Empresa Aseprosa;no;1;1;1824
Empresarios, Amigos Y Simpatizantes;Empresarios, Amigos Y Simpatizantes;no;1;1;1783
Enrique Bobis Gonzalez;Enrique Bobis Gonzalez;no;1;1;1790
Enrique Pérez-hernández;Enrique Pérez-hernández;no;1;1;1764
Equipo Ministerial;Equipo Ministerial;no;1;1;1762
Escala Activa;Escala Activa;no;1;1;1709
Escrito de los abogados de los procesados;Escrito de los abogados de los procesados;no;1;1;1735
Escrito de referencia 16;Escrito de referencia 16;no;1;1;1709
Escrito de referencia 62;Escrito de referencia 62;no;1;1;1709
Escuela De E.m.;Escuela De E.m.;no;1;1;1842
Escuela Naval;Escuela Naval;no;1;1;1825
Espanha;Espanha;no;3;3;"1759; 1760; 1761"
España;España;no;32;29;"1694; 1703; 1707; 1708; 1743; 1746; 1747; 1750; 1752; 1754; 1755; 1762; 1764; 1765; 1766; 1768; 1771; 1774; 1776; 1782; 1787; 1788; 1793; 1804; 1811; 1818; 1820; 1855; 1856"
España (mencionada Como País En Contexto Político);España (mencionada Como País En Contexto Político);no;1;1;1776
Estado Español;Estado Español;no;1;1;1785
Estado Mayor;Estado Mayor;no;2;2;"1699; 1841"
